Artist,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Outlier
Public Enemy,0.484,0.852,11.0,-4.442,0.0,0.274,0.0317,0.0,0.0547,0.766,103.578,4.0,1
Pulp,0.318,0.7265,2.5,-8.387,1.0,0.042249999999999996,0.003258,0.0013229499999999998,0.1889,0.44199999999999995,131.93,4.0,1
Pusha T,0.6559999999999999,0.746,4.5,-6.4544999999999995,1.0,0.3635,0.05535,0.0025656000000000003,0.38,0.5345,161.20100000000002,4.0,1
Q Lazzarus,0.772,0.409,5.0,-15.061,1.0,0.0355,0.0896,0.252,0.0522,0.495,125.476,4.0,1
QRTR,0.747,0.506,4.0,-15.426,0.0,0.0774,0.221,0.644,0.0965,0.163,118.999,4.0,1
Quarashi,0.585,0.979,1.0,-4.252,1.0,0.0813,0.00074,0.0,0.346,0.867,103.937,4.0,1
Queen,0.663,0.712,2.0,-7.268,1.0,0.0479,0.524,0.0,0.0804,0.527,113.439,4.0,1
Queens of the Stone Age,0.242,0.992,4.0,-3.9,0.0,0.0988,0.0148,0.113,0.833,0.374,159.37,4.0,1
RAC,0.628,0.782,0.0,-8.225,1.0,0.0429,0.00049,0.203,0.117,0.0691,115.0,4.0,1
RITUAL,0.56,0.939,0.0,-6.013,0.0,0.0451,0.00304,0.0924,0.106,0.141,123.974,4.0,1
RIVKA,0.406,0.65,1.0,-8.646,1.0,0.202,0.775,0.244,0.276,0.456,119.822,4.0,1
RJD2,0.667,0.6015,5.0,-8.067,1.0,0.0317,0.06035,0.784,0.1017,0.31984999999999997,94.404,4.0,1
Rachel Chinouriri,0.682,0.677,0.0,-7.797,1.0,0.046,0.0955,0.365,0.0557,0.548,114.959,4.0,1
Radical Face,0.54925,0.4995,4.5,-10.133,1.0,0.031125,0.56,0.42685,0.15525,0.3605,123.79775000000001,3.5,1
Radiohead,0.3440666666666667,0.5340666666666666,5.333333333333333,-10.105866666666666,0.6,0.05125333333333334,0.16854000000000002,0.22842385999999998,0.19402,0.3009866666666667,106.1438,4.0,1
Rae Morris,0.595,0.84,5.0,-5.817,0.0,0.0399,0.0188,0.921,0.0602,0.462,122.003,4.0,1
Raito,0.654,0.961,6.0,-4.85,1.0,0.0377,0.00052,0.873,0.0918,0.47,128.004,4.0,1
Ramones,0.45,0.7963333333333332,4.0,-7.280333333333334,1.0,0.04883333333333333,0.21009999999999998,0.043738,0.163,0.8409999999999999,170.91233333333335,4.0,1
Raphael Treza,0.66,0.58,1.0,-8.939,1.0,0.0271,0.218,0.345,0.428,0.352,103.001,4.0,1
Redbone,0.782,0.808,2.0,-8.374,1.0,0.0291,0.0298,0.0,0.161,0.971,104.983,4.0,1
Reggie Steppa,0.793,0.729,10.0,-9.579,0.0,0.442,0.202,0.0,0.116,0.88,167.132,4.0,1
Remy Zero,0.43,0.971,6.0,-3.91,1.0,0.0672,0.000639,0.0,0.107,0.294,96.235,4.0,1
Rezident,0.65,0.799,0.0,-9.708,0.0,0.0403,0.00454,0.82,0.112,0.134,119.993,4.0,1
Rhye,0.807,0.6,6.0,-6.717,1.0,0.0497,0.00876,0.641,0.156,0.567,121.001,4.0,1
Rilo Kiley,0.584,0.638,4.0,-8.154,1.0,0.0345,0.00556,0.158,0.0686,0.198,119.771,4.0,1
Rinzen,0.787,0.534,9.0,-10.091,0.0,0.0349,0.000506,0.842,0.13,0.319,123.01,3.0,1
Ritchie Valens,0.556,0.81,0.0,-6.5075,1.0,0.04995,0.7815000000000001,0.00024200000000000003,0.3165,0.9484999999999999,75.01750000000001,4.0,1
Rival Consoles,0.6885,0.6895,7.5,-9.7685,1.0,0.04705,0.00338,0.8605,0.09670000000000001,0.12795,118.509,4.0,1
Robag Wruhme,0.734,0.555,7.0,-13.263,1.0,0.0484,0.0964,0.362,0.1,0.554,114.993,4.0,1
Robot Koch,0.41500000000000004,0.29933333333333334,5.0,-15.181333333333333,0.6666666666666666,0.040766666666666666,0.6183333333333333,0.8903333333333334,0.10966666666666668,0.16553333333333334,124.93299999999999,4.0,1
Robyn,0.694,0.514,9.0,-12.258,1.0,0.0441,0.123,0.367,0.265,0.23,121.991,4.0,1
Rodrigo Amarante,0.67,0.543,7.0,-12.819,1.0,0.028,0.92,0.136,0.0976,0.48,126.988,4.0,1
Rodriguez Jr.,0.674,0.662,7.0,-11.16,1.0,0.232,0.0372,0.00337,0.41,0.323,122.98,4.0,1
Roger Neill,0.11,0.341,7.0,-16.921,1.0,0.0416,0.819,0.961,0.0913,0.0628,78.763,3.0,1
Romy,0.643,0.8240000000000001,5.5,-7.811999999999999,0.5,0.0474,0.067625,0.4415,0.1995,0.6085,128.502,4.0,1
Ron Flatter,0.618,0.795,9.0,-8.099,1.0,0.0322,0.103,0.936,0.0872,0.155,121.987,4.0,1
Rone,0.41325,0.46775,5.5,-12.13325,0.75,0.0451,0.18885000000000002,0.86475,0.138175,0.065025,132.7975,4.0,1
Rosbeh,0.7284999999999999,0.5475,7.0,-9.6675,1.0,0.0364,0.0851,0.571,0.198,0.1759,121.493,4.0,1
Ross from Friends,0.8,0.536,1.0,-7.601,1.0,0.386,0.0156,0.024,0.126,0.284,125.982,4.0,1
Roy Blues,0.584,0.863,10.0,-7.896,0.0,0.0387,0.0489,0.865,0.13,0.124,115.007,4.0,1
Roy Orbison,0.5398,0.5102,5.0,-9.4626,1.0,0.028820000000000002,0.6302,0.000713934,0.14268,0.6876,114.01140000000001,4.0,1
Rubén Blades,0.585,0.658,11.0,-5.308,0.0,0.0963,0.753,4.94e-05,0.135,0.817,93.551,4.0,1
Rupert Holmes,0.836,0.509,0.0,-13.668,1.0,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,4.0,1
Russian Circles,0.366,0.61,6.0,-8.286,1.0,0.0313,0.0339,0.895,0.103,0.0779,88.83,4.0,1
RÜFÜS DU SOL,0.6545,0.7785,6.0,-6.052,0.25,0.03335,0.0372725,0.3060675,0.1272,0.49924999999999997,121.0035,4.0,1
Röyksopp,0.617,0.666,9.0,-9.984,0.0,0.0378,0.00387,0.801,0.106,0.667,143.974,4.0,1
S.C.U.M,0.338,0.857,11.0,-4.043,1.0,0.0405,0.00541,0.174,0.0878,0.0523,125.885,4.0,1
SAINt JHN,0.785,0.721,8.0,-5.457,1.0,0.0506,0.0149,0.00432,0.285,0.894,121.962,4.0,1
SAVI MINDS,0.644,0.8,1.0,-5.936,0.0,0.0314,0.00933,0.151,0.104,0.635,115.021,4.0,1
SNBRN,0.577,0.954,6.0,-5.637,1.0,0.0452,0.531,0.369,0.154,0.19,119.966,4.0,1
STRFKR,0.604,0.787,9.0,-5.332,0.0,0.0258,0.00997,0.795,0.0774,0.0767,106.012,4.0,1
SWIM,0.605,0.609,1.0,-11.466,0.0,0.0338,0.214,0.856,0.0943,0.0482,131.996,4.0,1
Sam Blacky,0.66,0.831,5.0,-5.195,0.0,0.0423,0.035,0.165,0.0605,0.557,123.985,4.0,1
Sam Feldt,0.595,0.752,0.0,-5.232,1.0,0.097,0.58,0.0,0.105,0.758,199.971,4.0,1
Sam Morrison and Turn The Page,0.536,0.941,1.0,-3.509,1.0,0.0435,0.00751,0.0,0.131,0.772,132.935,4.0,1
Sam Smith,0.678,0.491,5.0,-5.815,1.0,0.0358,0.565,2.78e-05,0.0772,0.519,81.997,4.0,1
Sammy Legs,0.74,0.751,6.0,-6.3,1.0,0.0515,0.112,0.0549,0.14,0.0388,123.968,4.0,1
Sandhog,0.775,0.584,10.0,-12.61,0.0,0.0443,0.00402,0.588,0.0677,0.729,122.004,4.0,1
Santigold,0.69,0.858,2.0,-6.307,0.0,0.043,0.388,6.27e-05,0.0855,0.961,156.027,3.0,1
Sara Costa,0.738,0.798,4.0,-6.886,0.0,0.121,0.571,0.0698,0.141,0.153,110.971,4.0,1
Sascha Funke,0.737,0.831,4.0,-8.934,0.0,0.0465,0.000102,0.927,0.104,0.0481,117.991,4.0,1
Sasha,0.602,0.381,7.0,-16.209,0.0,0.0389,0.695,0.909,0.0983,0.176,104.979,4.0,1
ScHoolboy Q,0.454,0.854,2.0,-5.359,1.0,0.183,0.0161,0.0,0.594,0.201,127.891,4.0,1
Sebadoh,0.39149999999999996,0.962,4.5,-6.1205,1.0,0.0728,0.02063,0.585,0.141,0.4305,138.49,4.0,1
Sebastian Yatra,0.574,0.891,0.0,-3.665,0.0,0.157,0.0847,0.0,0.16,0.707,100.978,4.0,1
Sega Bodega,0.649,0.55,11.0,-8.591,0.0,0.152,0.574,0.0188,0.124,0.575,103.965,4.0,1
Selda Bağcan,0.35,0.243,0.0,-17.272,1.0,0.0453,0.732,0.225,0.105,0.419,88.397,4.0,1
Selena Gomez,0.605,0.678,5.0,-6.48,0.0,0.0511,0.179,0.0,0.0878,0.212,88.967,4.0,1
Semisonic,0.486,0.867,7.0,-5.483,1.0,0.0295,0.0237,1.66e-06,0.155,0.281,92.757,4.0,1
Seu Jorge,0.5196666666666667,0.32666666666666666,5.666666666666667,-12.080333333333334,1.0,0.21063333333333334,0.9613333333333333,0.006277573333333334,0.4963333333333333,0.363,130.2446666666667,3.3333333333333335,1
Severed Heads,0.852,0.905,0.0,-6.8,1.0,0.275,0.3,0.574,0.106,0.282,119.772,4.0,1
Shaggy,0.849,0.613,0.0,-4.796,1.0,0.0715,0.0566,0.0,0.335,0.673,94.75,4.0,1
Shakira,0.77925,0.6935,4.25,-7.2402500000000005,0.5,0.0549,0.250925,0.0340052925,0.198575,0.72475,112.419,4.0,1
Shakka,0.706,0.67,0.0,-8.496,0.0,0.0476,0.277,0.673,0.133,0.0634,125.002,4.0,1
Shallou,0.841,0.549,4.0,-9.863,1.0,0.037,0.78,0.0148,0.397,0.287,120.005,4.0,1
Shane Codd,0.676,0.896,0.0,-3.706,0.0,0.0425,0.0414,6.41e-06,0.0519,0.316,125.997,4.0,1
Shawn Colvin,0.558,0.579,11.0,-8.05,0.0,0.0324,0.342,0.00831,0.0989,0.403,167.812,4.0,1
Shellac,0.41,0.554,3.5,-11.943000000000001,1.0,0.21985,0.15796,0.3145,0.1365,0.5475,151.31,4.0,1
Ship Wrek,0.717,0.824,1.0,-6.622,1.0,0.0325,0.00877,0.00682,0.173,0.241,126.026,4.0,1
Shlohmo,0.355,0.589,1.0,-4.243,1.0,0.0301,0.0341,0.871,0.104,0.0712,136.953,4.0,1
Shöckface,0.538,0.499,11.0,-10.036,1.0,0.2,0.00712,0.0527,0.369,0.124,156.012,4.0,1
Sigur Rós,0.183,0.32,2.0,-11.082,1.0,0.0364,0.77,0.934,0.183,0.0298,128.466,3.0,1
Silent Poets,0.483,0.636,0.0,-8.576,1.0,0.0394,0.00159,0.263,0.104,0.296,79.977,4.0,1
Silversun Pickups,0.258,0.879,5.0,-4.486,0.0,0.0687,0.000228,0.00607,0.281,0.582,132.229,4.0,1
Silvio Rodríguez,0.487,0.212,11.0,-11.863,1.0,0.0392,0.804,0.0,0.0805,0.261,118.694,4.0,1
Simon & Garfunkel,0.438,0.459,11.0,-14.932,1.0,0.0636,0.684,0.000365,0.162,0.593,92.514,4.0,1
Simon Doty,0.713,0.756,9.0,-6.015,0.0,0.0293,0.0133,0.354,0.057,0.433,125.011,4.0,1
Siouxsie and the Banshees,0.436,0.82,4.0,-7.937,0.0,0.0451,0.00166,0.00232,0.395,0.345,128.47,4.0,1
Sister Nancy,0.7404999999999999,0.5675,6.5,-7.0465,1.0,0.2855,0.636,0.01455,0.1637,0.6525,122.17599999999999,4.0,1
Sixpence None The Richer,0.561,0.805,9.0,-6.146,1.0,0.025,0.0357,0.0,0.135,0.538,98.064,4.0,1
Skepta,0.6205,0.6915,8.0,-9.426,1.0,0.33899999999999997,0.18434999999999999,1.31e-05,0.198,0.535,145.6795,4.0,1
SkinBone,0.435,0.888,11.0,-2.88,1.0,0.315,0.315,0.0,0.236,0.639,190.245,4.0,1
Sleigh Bells,0.502,0.8123333333333332,4.666666666666667,-3.9280000000000004,0.6666666666666666,0.0515,0.014450333333333334,0.011014533333333333,0.0916,0.7399999999999999,102.66366666666666,4.0,1
Smerz,0.6012500000000001,0.4435,4.25,-12.498,0.25,0.1909,0.2725,0.40549125,0.24695,0.2736,152.1865,4.0,1
Snail Mail,0.423,0.915,4.0,-7.731,1.0,0.0419,0.481,0.784,0.105,0.757,132.19,4.0,1
Snoop Dogg,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,4.0,1
Snow Patrol,0.4895,0.48650000000000004,8.5,-6.67825,0.5,0.0288,0.334344,2.15075e-05,0.10595,0.23175,120.42775,4.0,1
Soap&Skin,0.591,0.886,4.0,-6.364,1.0,0.0357,0.00219,0.936,0.455,0.652,126.98,4.0,1
Sofi Tukker,0.679,0.7705,5.75,-5.998,0.0,0.0416,0.13734,0.051815,0.0945,0.29925,123.258,3.75,1
Sofia Kourtesis,0.619,0.883,6.0,-10.142,1.0,0.0413,0.0195,0.908,0.197,0.294,124.004,4.0,1
Sol Rising,0.579,0.427,4.5,-12.2865,0.5,0.038599999999999995,0.7745,0.922,0.11399999999999999,0.06265,118.51250000000002,4.0,1
Solomon Grey,0.576,0.834,6.0,-11.509,0.0,0.0362,0.018,0.636,0.0987,0.0366,123.016,4.0,1
Sondr,0.583,0.922,5.0,-4.476,1.0,0.0569,0.00198,0.000107,0.307,0.34,128.038,4.0,1
Song Lovers,0.81,0.398,1.0,-7.65,0.0,0.0651,0.696,0.000139,0.104,0.687,95.981,4.0,1
Sonic Youth,0.3416666666666666,0.7280000000000001,6.666666666666667,-9.591333333333333,0.6666666666666666,0.036166666666666666,0.047066666666666666,0.3134666666666667,0.11966666666666666,0.2833333333333334,130.644,4.0,1
Sonnee,0.5760000000000001,0.7270000000000001,4.5,-10.0525,1.0,0.0381,0.11171,0.4979,0.1545,0.19540000000000002,117.055,4.0,1
Sonny Side Up,0.639,0.822,10.0,-9.671,1.0,0.0459,0.00955,0.673,0.0886,0.035,127.99,4.0,1
Sonny Thompson,0.625,0.421,7.0,-11.471,1.0,0.0722,0.905,0.902,0.093,0.565,103.488,4.0,1
Spank Rock,0.777,0.693,1.0,-10.473,1.0,0.439,0.246,0.0139,0.249,0.485,126.005,4.0,1
Sparklehorse,0.787,0.132,2.0,-16.174,1.0,0.0343,0.363,0.794,0.223,0.0933,104.928,4.0,1
Spencer Brown,0.7235,0.6225,5.0,-9.2915,0.5,0.03855,0.019749999999999997,0.8625,0.09345,0.08990000000000001,125.99199999999999,4.0,1
Spindrift,0.22,0.58,11.0,-9.177,0.0,0.0352,0.000829,0.873,0.153,0.44,166.249,3.0,1
Spiritualized,0.28900000000000003,0.301,4.5,-14.378499999999999,1.0,0.034850000000000006,0.42435,0.07577149999999999,0.186,0.187,106.6635,3.5,1
Spoon,0.7668,0.5992,8.2,-6.5824,0.6,0.032240000000000005,0.16702,0.00014561400000000002,0.23583999999999997,0.7607999999999999,103.2482,4.0,1
Spor,0.445,0.633,9.0,-8.653,0.0,0.288,0.0144,0.462,0.152,0.12,139.779,4.0,1
Stafford Brothers,0.665,0.775,7.0,-5.504,1.0,0.0329,0.154,0.0,0.301,0.683,100.01,4.0,1
Star Slinger,0.7055,0.7689999999999999,3.0,-5.581,0.5,0.09455000000000001,0.0455,0.3805,0.2075,0.7184999999999999,137.0465,4.0,1
Stereolab,0.375,0.737,0.0,-8.53,0.0,0.0428,0.00257,0.611,0.127,0.964,178.181,4.0,1
Sterling Grove,0.712,0.521,8.0,-13.143,0.0,0.0387,0.183,0.821,0.141,0.247,122.02,4.0,1
Steve Aoki,0.645,0.738,1.0,-4.92,1.0,0.0589,0.00334,0.000105,0.12,0.255,119.859,4.0,1
Steve Gunn,0.44,0.402,9.0,-13.143,1.0,0.0298,0.00605,0.271,0.0975,0.188,109.862,4.0,1
Steve Harley,0.571,0.818,0.0,-8.277,1.0,0.0337,0.00706,0.000177,0.0877,0.773,141.463,4.0,1
Steve James,0.877,0.522,7.0,-7.646,0.0,0.0448,0.028,0.133,0.41,0.692,123.998,4.0,1
Still Corners,0.697,0.733,11.0,-6.594,0.0,0.0384,0.169,0.00752,0.123,0.418,119.998,4.0,1
Studying Music Group,0.337,0.0713,9.0,-22.611,1.0,0.0329,0.984,0.929,0.381,0.034,74.971,4.0,1
Styles Of Beyond,0.639,0.894,1.0,-5.526,1.0,0.112,0.00189,0.0,0.244,0.584,107.94,4.0,1
Sufjan Stevens,0.579,0.463,7.0,-9.657,1.0,0.0303,0.585,0.0,0.0892,0.447,124.977,4.0,1
Sultan + Shepard,0.6635,0.7535000000000001,8.0,-5.9365000000000006,1.0,0.0996,0.0672575,0.6375,0.305,0.1575,122.5085,4.0,1
Sum 41,0.457,0.83,5.0,-5.262,1.0,0.0321,0.00682,0.00337,0.166,0.602,99.93,4.0,1
Sunbeam Sound Machine,0.376,0.654,10.0,-8.819,1.0,0.0388,0.000675,0.219,0.162,0.521,110.033,4.0,1
Sunday Scaries,0.889,0.871,11.0,-5.349,0.0,0.149,0.00176,0.586,0.279,0.491,124.008,4.0,1
Sunset Rubdown,0.33171428571428574,0.6696428571428571,5.285714285714286,-6.839285714285714,0.7857142857142857,0.041035714285714286,0.33814142857142854,0.08498162857142857,0.13620714285714286,0.411,133.4615,3.7857142857142856,1
Super Cat,0.758,0.7143333333333333,5.666666666666667,-11.106,1.0,0.256,0.1708666666666667,8.373333333333334e-05,0.21553333333333333,0.8016666666666667,151.29733333333334,4.0,1
Super Duper,0.449,0.688,1.0,-6.719,1.0,0.0938,0.216,0.00172,0.11,0.142,142.907,4.0,1
Super Flu,0.5900000000000001,0.6565,6.5,-11.2475,0.0,0.05505,0.10195,0.42882,0.25029999999999997,0.189,119.0205,3.5,1
Supernaive,0.727,0.693,4.0,-9.916,0.0,0.042,0.614,0.418,0.122,0.369,125.018,3.0,1
Surf Curse,0.34933333333333333,0.7316666666666668,3.0,-11.387,0.6666666666666666,0.06319999999999999,0.0102227,0.2716446666666667,0.13599999999999998,0.463,176.08133333333333,4.0,1
Susie Suh,0.582,0.375,1.0,-13.277,0.0,0.0329,0.702,0.0631,0.136,0.106,129.909,4.0,1
Swan Lingo,0.661,0.729,10.0,-7.971,0.0,0.0728,0.0257,0.00842,0.091,0.932,137.985,4.0,1
Swanky Tunes,0.58,0.793,1.0,-6.932,0.0,0.0504,0.0675,0.0033,0.187,0.213,119.741,4.0,1
Syn Cole,0.698,0.909,5.0,-2.713,0.0,0.0336,0.453,0.00867,0.0966,0.439,121.987,4.0,1
Szymon,0.714,0.565,4.0,-10.415,0.0,0.0343,0.386,0.909,0.105,0.472,119.026,4.0,1
SØNIN,0.603,0.785,0.0,-6.41,0.0,0.0315,0.000101,0.0339,0.371,0.178,122.015,4.0,1
Sébastien Léger,0.785,0.698,5.0,-9.491,0.0,0.0589,0.00802,0.834,0.0537,0.438,121.993,4.0,1
T-Mass,0.643,0.938,4.0,-4.74,1.0,0.0395,0.000217,0.0529,0.104,0.176,123.023,4.0,1
T.M.A,0.788,0.609,0.5,-11.782,0.5,0.045649999999999996,0.00217,0.889,0.08549999999999999,0.15515,122.5025,4.0,1
TCHAKØ,0.679,0.512,4.0,-8.715,0.0,0.097,0.0354,0.78,0.114,0.0762,120.097,4.0,1
TEEMID,0.716,0.562,1.0,-10.076,1.0,0.0317,0.0343,0.0136,0.11,0.0917,119.995,4.0,1
TOTO,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4.0,1
TR/ST,0.604,0.533,0.0,-8.856,1.0,0.0256,0.00368,0.314,0.285,0.186,140.064,4.0,1
TREASURE,0.732,0.725,8.0,-5.585,1.0,0.0638,0.0101,0.0,0.163,0.411,130.024,4.0,1
TSHA,0.6375,0.833,4.0,-6.932,1.0,0.09965,0.36195,0.3896295,0.1315,0.254,126.95049999999999,4.0,1
TV On The Radio,0.363,0.787,7.0,-5.071,1.0,0.0429,0.00176,0.00445,0.531,0.202,175.919,4.0,1
Taken By Trees,0.544,0.479,3.0,-10.878,1.0,0.0279,0.747,0.31,0.0808,0.434,118.117,4.0,1
Talking Heads,0.644,0.919,2.0,-6.289,1.0,0.0561,0.181,0.134,0.622,0.871,117.459,4.0,1
Tall Heights,0.606,0.66,0.0,-9.499,1.0,0.0913,0.0402,0.0433,0.0627,0.356,144.032,4.0,1
Tapes 'n Tapes,0.6583333333333333,0.5993333333333334,3.3333333333333335,-9.505,0.6666666666666666,0.04036666666666667,0.26237,0.0023110666666666664,0.11109999999999999,0.604,144.73666666666668,4.0,1
Tears For Fears,0.651,0.772,4.0,-10.039,1.0,0.0382,0.0766,0.289,0.054,0.941,118.856,4.0,1
Teen Suicide,0.566,0.613,5.0,-10.118,1.0,0.0904,0.716,0.8,0.0848,0.218,110.886,4.0,1
Teenage Bad Girl,0.685,0.832,10.0,-4.162,0.0,0.505,0.000217,0.846,0.0757,0.644,126.965,4.0,1
Ten Years After,0.39,0.516,4.0,-12.125,0.0,0.035,0.233,0.106,0.113,0.418,118.854,4.0,1
Tenor Saw,0.7515000000000001,0.4525,4.5,-10.6325,0.5,0.19124999999999998,0.033049999999999996,0.018351325,0.07085,0.5545,86.38900000000001,4.0,1
Thanh Lan,0.461,0.489,11.0,-9.08,0.0,0.0688,0.506,0.0,0.579,0.744,141.29,4.0,1
The 1975,0.445,0.805,1.0,-8.434,1.0,0.0929,0.0551,0.105,0.0821,0.0921,119.988,4.0,1
The Animals,0.497,0.467,7.0,-9.012,1.0,0.0264,0.505,1.12e-06,0.117,0.813,82.851,4.0,1
The Avalanches,0.46,0.798,5.0,-7.695,0.0,0.288,0.569,0.0185,0.657,0.258,109.307,4.0,1
The Beach Boys,0.5458461538461539,0.6312307692307692,5.615384615384615,-8.459384615384614,0.9230769230769231,0.08731538461538461,0.37483846153846156,0.00048097923076923074,0.1782923076923077,0.7463846153846153,121.84284615384614,3.769230769230769,1
The Beatles,0.4163333333333334,0.769,3.6666666666666665,-8.19,1.0,0.03546666666666667,0.11119466666666666,0.0006933333333333332,0.19716666666666668,0.5574666666666667,130.689,4.0,1
The Big Pink,0.441,0.764,8.0,-6.086,1.0,0.05925,0.0002545,0.004647,0.194,0.5515,170.0125,4.0,1
The Black Keys,0.44125,0.78975,2.5,-5.33,1.0,0.060075,0.4792925,0.10598874999999999,0.10435,0.481,138.01525,4.0,1
The Breeders,0.49366666666666664,0.5506666666666667,6.666666666666667,-13.081666666666665,1.0,0.03353333333333333,0.20023666666666665,0.7243333333333334,0.25433333333333336,0.659,125.64333333333333,4.0,1
The Brian Jonestown Massacre,0.4019220779220779,0.6848571428571428,4.753246753246753,-7.412441558441559,0.8051948051948052,0.04382077922077922,0.08294038454545455,0.29804231519480523,0.2097051948051948,0.4367207792207792,115.82442857142857,3.896103896103896,1
The Cardigans,0.604,0.7103333333333334,6.333333333333333,-7.466,0.3333333333333333,0.031433333333333334,0.021862999999999997,0.0015340633333333334,0.18266666666666667,0.628,132.93233333333333,4.0,1
The Chainsmokers,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,4.0,1
The City of Prague Philharmonic Orchestra,0.277,0.404,7.0,-17.227,1.0,0.064,0.0567,0.926,0.192,0.0318,120.068,3.0,1
The Clean,0.425,0.924,0.0,-7.984,1.0,0.0425,0.00232,0.796,0.0746,0.687,141.47,4.0,1
The Coasters,0.715,0.669,7.0,-9.491,1.0,0.128,0.705,0.000732,0.044,0.976,120.789,4.0,1
The Concretes,0.4295,0.627,2.0,-5.1615,1.0,0.03375,0.055255,0.007605,0.2081,0.5875,135.998,3.5,1
The Cranberries,0.40359999999999996,0.6788000000000001,5.6,-9.5656,1.0,0.03828,0.04102,0.00106888,0.362,0.2964,125.9268,4.0,1
The Dandy Warhols,0.5846666666666667,0.8196666666666667,6.333333333333333,-5.304,0.3333333333333333,0.03153333333333333,0.0064406,0.3213333333333333,0.26133333333333336,0.6473333333333333,127.59433333333334,4.0,1
The Diabolical Liberties,0.611,0.974,2.0,-6.608,1.0,0.0526,0.00332,0.879,0.199,0.401,123.986,4.0,1
The Doors,0.447,0.72,1.0,-9.207,1.0,0.035,0.039,0.00106,0.0412,0.765,109.382,4.0,1
The Drifters,0.5435,0.2985,3.5,-11.253,1.0,0.038099999999999995,0.742,8.481999999999999e-05,0.0983,0.6990000000000001,131.4155,4.0,1
The Easybeats,0.387,0.882,2.0,-9.196,1.0,0.0393,0.266,0.000719,0.0937,0.729,95.062,4.0,1
The Exciters,0.768,0.765,4.0,-10.474,1.0,0.0671,0.353,0.0,0.0532,0.911,86.868,4.0,1
The Field,0.637,0.756,4.5,-11.814,1.0,0.0369,0.002788,0.9450000000000001,0.07605,0.264,129.016,4.0,1
The Five Stairsteps,0.488,0.754,5.0,-7.95,0.0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,4.0,1
The Flaming Lips,0.47100000000000003,0.8230000000000001,0.6666666666666666,-6.414333333333334,0.6666666666666666,0.0574,0.15733333333333335,0.0016446666666666665,0.258,0.47833333333333333,148.65266666666665,4.0,1
The Foundations,0.659,0.513,0.0,-7.186,1.0,0.0293,0.315,0.0,0.283,0.855,133.609,4.0,1
The Frights,0.443,0.906,9.0,-5.088,1.0,0.0724,0.0034,0.00918,0.158,0.633,168.922,4.0,1
The Gladiators,0.732,0.661,11.0,-8.675,1.0,0.234,0.0219,0.13,0.628,0.751,150.614,4.0,1
The Go! Team,0.637,0.949,3.0,-5.2595,0.5,0.123,0.07450955,0.3445105,0.2215,0.6485000000000001,108.17699999999999,4.0,1
"The Good, the Bad & the Queen",0.477,0.749,5.0,-6.093,1.0,0.029,0.0458,0.786,0.0744,0.33,135.259,4.0,1
The Gun Club,0.355,0.74,9.0,-5.604,0.0,0.0301,0.00521,0.0244,0.443,0.694,161.071,3.0,1
The Hollies,0.635,0.539,0.0,-10.401,1.0,0.0301,0.0489,0.0,0.397,0.897,123.908,4.0,1
The I.L.Y's,0.321,0.947,10.0,-4.125,1.0,0.087,0.00044,0.0,0.0854,0.377,80.546,4.0,1
The Isley Brothers,0.5825,0.7195,7.5,-8.8745,1.0,0.05055,0.30455000000000004,9.25e-05,0.5375,0.7535000000000001,130.7585,4.0,1
The Jesus and Mary Chain,0.441,0.661,4.0,-9.418000000000001,1.0,0.03553333333333333,0.00033966666666666666,0.11706666666666665,0.08733333333333333,0.4223333333333334,113.872,4.0,1
The Killers,0.47225000000000006,0.90675,7.0,-4.1080000000000005,0.75,0.080475,0.0007006250000000001,0.012333282499999999,0.15307500000000002,0.35400000000000004,133.6825,4.0,1
The Kinks,0.5222142857142857,0.7302142857142858,4.357142857142857,-6.365571428571428,0.8571428571428571,0.057857142857142864,0.26630714285714285,0.033083357142857144,0.11825,0.6608571428571429,136.1145,4.0,1
The Knocks,0.6795,0.6395,4.0,-6.9435,0.0,0.1365,0.392,0.26212050000000003,0.135,0.4435,120.946,4.0,1
The Limiñanas,0.581,0.825,9.0,-5.111,1.0,0.0392,0.000786,0.206,0.122,0.115,118.281,4.0,1
The Lumineers,0.664,0.573,5.0,-6.519,1.0,0.0277,0.613,0.000363,0.0857,0.566,76.023,4.0,1
The Magician,0.646,0.814,7.0,-5.263,0.0,0.0437,0.000415,0.0305,0.0882,0.117,121.043,4.0,1
The Magnetic Fields,0.52825,0.7935,7.0,-8.076,1.0,0.036925,0.4232,0.3037566,0.1781,0.7825,127.63624999999999,4.0,1
The McCoys,0.762,0.52,7.0,-12.282,1.0,0.0338,0.185,0.0,0.0764,0.942,115.244,4.0,1
The Modern Lovers,0.528,0.796,9.0,-8.668,0.0,0.0294,0.0104,0.00251,0.115,0.889,136.418,4.0,1
